case_id,fixture_id,scenario_type,description,hard_constraint_pass,fixture_expectation_score,inventory_correct,shopping_list_correct,trajectory_pass,failure_recovery_applicable,failure_recovery_pass,overall_case_pass,latency_ms,model_calls,tool_calls,retry_count,token_usage,error,langsmith_trace_id,langsmith_trace_url,run_version,fixture_expectation_checks,guardrail_violations
PTP-012,12_partial_pantry_italian,happy_path,"Partial Italian pantry (about half the needed ingredients present); 550 kcal, 3 days. Coverage lands mid-range.",True,1.0,True,True,True,False,True,True,6.072,0,3,0,,,01a09df2-1c0f-7ed1-b550-5f8b7ccc39d1,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1c0f-7ed1-b550-5f8b7ccc39d1?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""partial_pantry_coverage"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-013,13_wrong_cuisine_pantry,edge_case,"Pantry fully stocked with Indian ingredients but request is Italian; 600 kcal, 3 days. Full jars, near-zero coverage.",True,0.6667,True,True,True,True,True,False,6.252,0,3,0,,,01a09df2-1c03-74f1-974c-32fd3fd0dc13,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1c03-74f1-974c-32fd3fd0dc13?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": false, ""low_pantry_coverage"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-014,14_single_day_chinese,edge_case,"Single-day plan, Chinese, 500 kcal. Minimum-days edge.",True,1.0,True,True,True,False,True,True,2.716,0,1,0,,,01a09df2-1c3d-7a83-bff7-267b5835decd,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1c3d-7a83-bff7-267b5835decd?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-015,15_large_pantry_all_ingredients,happy_path,"Huge pantry covering the entire corpus; Italian, 5 days, no restriction. Coverage should be at or near 100% and the shopping list nearly empty.",True,1.0,True,True,True,False,True,True,12.905,0,5,0,,,01a09df2-1bb0-7fe3-83ab-1abd4d1c10e4,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1bb0-7fe3-83ab-1abd4d1c10e4?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""high_pantry_coverage"": true, ""shopping_list_small_or_empty"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-016,16_veg_tight_band_indian,edge_case,"Vegetarian Indian with a nutritional goal (tight 375-525 band), 4 days. Combines the hard veg gate with band flagging.",True,1.0,True,True,True,False,True,True,8.301,0,4,0,,,01a09df2-1b84-7d20-a6e9-b08b723bc597,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1b84-7d20-a6e9-b08b723bc597?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""all_vegetarian"": true, ""all_within_calorie_band"": true, ""days_returned"": true, ""some_days_flagged_out_of_band"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-017,17_sparse_indian,edge_case,"Sparse pantry, Indian, 4 days, 500 kcal. Sparse coverage on a non-Chinese cuisine for variety.",True,1.0,True,True,True,True,True,True,7.81,0,4,0,,,01a09df2-1c68-7fd0-bda1-67893336978c,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1c68-7fd0-bda1-67893336978c?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""low_pantry_coverage"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-018,18_american_family_pantry,happy_path,"Well-stocked American family pantry; 650 kcal, 5 days, kids goal (wide band), no restriction.",True,1.0,True,True,True,False,True,True,10.074,0,5,0,,,01a09df2-1cc9-76b1-9712-4959901fb5e4,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1cc9-76b1-9712-4959901fb5e4?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""high_pantry_coverage"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-019,19_low_target_veg_italian,edge_case,"Vegetarian Italian with a low 400 target and nutritional goal (325-475 band), 3 days. Pushes the scorer toward lighter dishes (salad, soup).",True,1.0,True,True,True,False,True,True,8.574,0,3,0,,,01a09df2-1c26-7343-be75-a14d298316b3,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1c26-7343-be75-a14d298316b3?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""all_vegetarian"": true, ""days_returned"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-020,20_mixed_realistic_pantry,happy_path,"A realistic mixed household pantry; Italian, 600 kcal, 4 days. The everyday normal case.",True,1.0,True,True,True,False,True,True,8.287,0,4,0,,,01a09df2-1bda-7453-82dc-85357d53a6c3,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1bda-7453-82dc-85357d53a6c3?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""mixed_pantry_coverage"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-021,21_ambiguous_labels_italian,edge_case,"Pantry parsed from a messy photo: generic, low-confidence labels ('cheese', 'pasta', 'canned_stuff') that don't resolve to specific corpus ingredients. Italian, 600 kcal, 3 days.",True,1.0,True,True,True,True,True,True,6.368,0,3,0,,,01a09df2-1bf8-7182-84f5-ecab6f26fdf5,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1bf8-7182-84f5-ecab6f26fdf5?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""low_pantry_coverage"": true, ""unrecognized_items_ignored"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-022,22_mixed_clear_and_unclear,edge_case,"Realistic parse: some confident canonical ids alongside garbage/low-confidence labels. Italian, 600 kcal, 4 days.",True,1.0,True,True,True,True,True,True,7.789,0,4,0,,,01a09df2-1cb2-75c3-bf55-6d1a12e92a62,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1cb2-75c3-bf55-6d1a12e92a62?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""partial_pantry_coverage"": true, ""unrecognized_items_ignored"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
PTP-023,23_near_miss_labels_chinese,edge_case,"Vision near-misses: plausible but non-canonical spellings ('soy', 'spring_onion', 'rice_grains') that look right but don't match the exact join key. Chinese, 550 kcal, 3 days.",True,1.0,True,True,True,True,True,True,5.901,0,3,0,,,01a09df2-1bc3-7362-89a1-5df08bc601ee,https://smith.langchain.com/o/d73d37d3-23d2-4bee-99db-9a8a59d82020/projects/p/9f83b654-d7f6-4c14-a5d0-b0e336273309/r/01a09df2-1bc3-7362-89a1-5df08bc601ee?poll=true,baseline-deterministic-v1,"{""all_cuisine_match"": true, ""days_returned"": true, ""low_pantry_coverage"": true, ""unrecognized_items_ignored"": true}","{""invalid_recipe_ids_materialized"": 0, ""invalid_shopping_list_quantities"": 0, ""negative_inventory_events"": 0, ""unreported_hard_constraint_failures"": 0, ""vegetarian_violations"": 0}"
